2.82714	5.64133	
2.79595	5.14517	
2.62152	5.17738	
2.76491	5.0036	
2.78275	5.64865	
3.23145	6.06251	
2.69045	5.23262	
2.88486	5.48513	
2.62338	4.74393	
2.8375	5.20803	
3.00482	5.96666	
2.8982	5.33624	
2.72391	5.08698	
2.28614	4.81144	
2.8678	6.50092	
3.12747	6.65948	
2.88882	6.13281	
2.86302	5.63386	
3.31227	6.19397	
2.924	5.8352	
3.20081	5.71259	
2.96811	5.75476	
2.29549	5.45634	
3.20821	5.42025	
3.15517	5.28351	
3.00343	5.17567	
3.04229	5.45261	
2.94895	5.68941	
2.87152	5.63401	
2.8785	5.12465	
2.92288	5.11733	
3.10127	5.7328	
2.86371	6.13471	
2.91418	6.41475	
2.8375	5.20803	
2.64434	5.39192	
2.88611	5.92152	
2.8375	5.20803	
2.5295	4.83447	
2.92102	5.55078	
2.7412	5.58578	
2.65913	4.38186	
2.51305	4.98042	
3.10583	5.51064	
3.30251	5.75742	
2.79568	5.07204	
2.97377	5.82509	
2.67102	5.09415	
2.96866	5.901	
2.80743	5.42973	
6.79614	6.00016	
6.44375	5.63392	
6.9754	5.81891	
5.69231	4.48912	
6.59848	5.39011	
6.15178	4.8974	
6.60657	5.59861	
4.75988	4.31362	
6.55464	5.54368	
5.50115	4.59415	
5.00026	4.05223	
6.02244	5.21244	
5.77368	4.76683	
6.49539	5.19036	
5.33648	5.06291	
6.43892	5.78296	
6.17094	4.96275	
5.74588	4.9828	
6.4537	4.7729	
5.55459	4.73323	
6.62758	5.23051	
5.86813	5.2479	
6.80781	4.98716	
6.43185	5.13233	
6.22535	5.4651	
6.41098	5.64433	
6.84238	5.55939	
7.06874	5.58212	
6.3238	5.15239	
5.20401	4.94964	
5.441	4.61219	
5.31946	4.63723	
5.64634	5.00301	
6.89008	4.89352	
6.09862	4.83144	
6.31855	5.50978	
6.73177	5.72276	
6.32421	4.94404	
5.75654	5.048	
5.67586	4.63506	
5.97437	4.6452	
6.4015	5.28091	
5.74022	4.91247	
4.80426	4.3063	
5.86688	4.81151	
5.84247	5.10354	
5.88658	5.0231	
6.15303	5.33379	
4.60288	4.56315	
5.80915	4.96771	
8.04307	5.30288	
6.92542	4.7398	
8.12783	5.65666	
7.48216	5.1336	
7.8611	5.27284	
8.90822	5.86189	
6.03073	4.12337	
8.44335	5.6671	
7.83102	5.06918	
8.42948	6.0951	
7.17328	5.55676	
7.31368	5.09857	
7.67672	5.53	
6.85594	4.53831	
7.09661	4.77542	
7.41609	5.43354	
7.46059	5.35545	
9.00011	6.48627	
9.30603	5.56799	
6.80967	4.55371	
7.93951	5.69151	
6.70944	4.70914	
9.01061	5.7715	
6.89901	5.11069	
7.7872	5.64811	
8.12554	5.87309	
6.76897	5.13559	
6.80201	5.1983	
7.6342	5.10387	
7.89891	5.77724	
8.3523	5.68747	
8.74369	6.68525	
7.67008	5.0964	
6.95445	5.17092	
7.29098	4.81326	
8.58786	6.00049	
7.65633	5.45363	
7.41621	5.36277	
6.6802	5.15022	
7.619	5.68621	
7.82565	5.49733	
7.43379	5.72399	
6.92542	4.7398	
8.07467	5.5907	
7.93073	5.61823	
7.45536	5.50214	
7.03701	4.9397	
7.27539	5.39324	
7.41297	5.4306	
6.90101	5.03184	
